Stimulus_Practice,Direction,Number,Background,Format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,date,frameRate,expName,participant,Scr or Whi,
,,,,,,,,,,,,,,,,,d,0.26816049777,,,,,,,,,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,0,0,0,0,0,0,0,3,,,,,,,s,0.268378463341,f,0.401104691438,,,,,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,0,0,0,0,0,1,1,0,,,,,,,,,f,0.301124527818,,,,,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,0,0,0,0,0,2,2,6,,,,,,,,,f,0.283983056666,,,,,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,0,0,0,0,0,3,3,2,,,,,,,,,f,0.284777680878,,,,,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,0,0,0,0,0,4,4,8,,,,,,,,,f,0.301437871763,,,,,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
right_schema_1_WHI.jpg,right,1,_WHI,schema,0,0,0,0,0,5,5,1,,,,,,,,,f,0.301005158573,,,,,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,0,0,0,0,0,6,6,5,,,,,,,,,f,0.234671301907,,,,,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,0,0,0,0,0,7,7,7,,,,,,,,,None,,,,,,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,0,0,0,0,,,,,0,0,0,5,,,,,,,d,4.38864758238,f,0.433841101127,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,0,0,0,0,,,,,0,1,1,1,,,,,,,,,f,4.93959247135,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,0,0,0,0,,,,,0,2,2,2,,,,,,,,,f,1.08567809896,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,0,0,0,0,,,,,0,3,3,4,,,,,,,,,f,0.884364335798,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,0,0,0,0,,,,,0,4,4,7,,,,,,,,,f,0.786115902709,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,0,0,0,0,,,,,0,5,5,6,,,,,,,,,f,0.918795611942,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,0,0,0,0,,,,,0,6,6,3,,,,,,,,,f,0.73545217514,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,0,0,0,0,,,,,0,7,7,8,,,,,,,,,f,1.03520307969,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,0,0,0,0,,,,,0,8,8,0,,,,,,,,,None,,2018_Aug_09_0939,59.9491006625,Arrows_VVA_Direction,1002,Whi,
